name,brand,price,bang_tan_2g,bang_tan_3g,battery_capacity,battery_life,bluetooth,brand,brand_country,camera_sau,camera_truoc,cart_slot,charge_time,chip_do_hoa,chip_set,chuc_nang_khac,connect_khac,connect_nfc,cpu_speed,den_flash,dimensions,display_type,fm_radio,ghi_am,gps,ho_tro_4g,ho_tro_5g,included_accessories,is_authentic,is_warranty_applied,item_model_number,jack_headphone,kha_dung,khe_sim,loai_pin,loai_sim,luu_y,manufacturer_electronics,material,nghe_nhac,organization_address,organization_name,origin,part_number,pin_co_the_thao_roi,port_sac,product_weight,quay_phim,ram,resolution,rom,screen_size,seller_delivery_method,service_highlight_1,service_highlight_2,service_highlight_3,the_ngoai_toi_da,tinh_nang_camera,vat_taxable,video_call,warranty_form,warranty_time_period,wifi,xem_phim
Điện Thoại Oppo A76 (6GB/128G) - Hàng Chính Hãng,OPPO,5436000,,,5000 mAh,,Có,OPPO,Trung Quốc,Chính 13 MP & Phụ 2 MP,8 MP,,,,Snapdragon 680 8 nhân,,,,,,164 x 75.4 x 7.85 mm, IPS LCD,,,,,,Sách hướng dẫn,Có,Có,A76k (6GB/128G),,,2,,2 nano sim,,,,Có,,,Trung Quốc,,,,193g,Có,6 GB,,128 GB,6.56 inch,,,,,,,,,Hóa đơn,12,Có,
Điện thoại Xiaomi Redmi Note 12 4GB/128GB | AMOLED FHD+ 6.7 120HZ | Snapdragon 685 | 5000mAh + 33W | Hàng Chính Hãng,Xiaomi,3890000,,,,8 tiếng,Có,Xiaomi,,,,,1h30,,Snapdragon 685,,,,,,<p>165.66 x 75.96 x 7.85 mm</p>,AMOLED,,,,,,,Có,Có,Redmi Note 12,,,2,,,,,,,,,,,,,,,,,,6.7 inch,,,,,,,Có,,Phiếu bảo hành,18,,
Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng chính hãng,Samsung,8625000,,,,,LE  A2DP  v5.0,Samsung,,,,MicroSD,,, Snapdragon 865 8 nhân,,"OTG, NFC",,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz &amp; 4 nhân 1.8 GHz",,"<p>Màn hình: Super AMOLED, 6.5"", Full HD+</p>", Super AMOLED,,,,,,,Có,Có,SM-G780,Type-C,221 GB,2, Li-Ion,Nano SIM (SIM 2 chung khe thẻ nhớ),,,Khung nhôm &amp; Mặt lưng nhựa,,,,,,,Type-C,190 g,,,Full HD+ (1080 x 2400 Pixels),,6.5 inch,,,,,hỗ trợ tối đa 1 TB,,Có,,Hóa đơn,12,Wi-Fi 802.11 a/b/g/n/ac/ax  Wi-Fi MIMO  Wi-Fi hotspot  Dual-band (2.4 GHz/5 GHz)  Wi-Fi Direct,
Điện thoại Samsung Galaxy S23 Ultra 5G 12GB/512GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,33000000,,,,, v5.3,Samsung,,,,Không,,, Snapdragon 8 Gen 2 8 nhân, Mở khoá khuôn mặtMở khoá vân tay dưới màn hình," OTG, NFC",,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz &amp; 3 nhân 2 GHz",,<p>Dài 163.4 mm - Ngang 78.1 mm - Dày 8.9 mm</p>, Dynamic AMOLED 2X,,,,,Có,"<p>Bộ sản phẩm gồm: Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn</p>",Có,Có,, Type-C,453.7 GB,2, Li-Ion,Nano SIM hoặc 1 Nano SIM + 1 eSIM,,, Khung nhôm &amp; Mặt lưng kính cường lực,,,,Hàn Quốc,,, Type-C,Nặng 223 g,,12 GB, 2K+ (1440 x 3088 Pixels),512 GB,6.8 inch,,,,,Không,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz) , Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac/ax,  6 GHz",
Điện thoại OPPO A96 (8GB/128GB) - Hàng chính hãng,OPPO,6348000,,,,,Yes,OPPO,,,,,,,,,,,,,,,,,,,,"<p class=""_2jrvqA"">Bên trong hộp:</p>
<p class=""_2jrvqA"">-OPPO A96</p>
<p class=""_2jrvqA"">- Cáp USB Type C</p>
<p class=""_2jrvqA"">- Củ sạc Super VOOC 33W</p>
<p class=""_2jrvqA"">- Không tai nghe</p>
<p class=""_2jrvqA"">- Dụng cụ lấy SIM</p>
<p class=""_2jrvqA"">- Sách hướng dẫn</p>
<p class=""_2jrvqA"">- Miếng dán màn hình (Đã dán sẵn)</p>
<p class=""_2jrvqA"">- Vỏ bảo vệ</p>",Có,Có,OPPO A96,Yes,128GB,2,5000,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại Tecno POVA 5 (8+8)/256GB - MediaTek G99 - Sạc nhanh 45W | Tần số quét 120HZ - Hàng Chính Hãng,Tecno,4690000,,,,10h,Có,Tecno,Trung Quốc,,,Có,1h30,,HELIO G99,,,,,Có,,,,,,Có,,<p>Đầy đủ phụ kiện</p>,Có,Có,POVA 5,,256gb,2,,Nano,,,,,,,Trung Quốc,,,,400g,,8GB,Full HD+ (1080 x 2160 pixels),256GB,6.8 inch,,,,,,,Có,,Hóa đơn,13,,
Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng,Samsung,9120000,,,5000 mAh,,Bluetooth 5.3,Samsung,Hàn Quốc,,,,,,  Loại CPU 8 nhân,,,,"2.4GHz, 2GHz",,<p>158.2 x 76.7 x 8.2mm</p>,Super AMOLED,,Có,Có,,Có,,Có,Có,SM-A546ELGDXXV,Type-C,,SIM Kép,,SIM 1 + Hybrid (SIM or MicroSD),"Sản phẩm được bán bởi Antam Trading là hàng mới 100%, mới được kích hoạt bảo hành điện tử, nguyên seal chưa khui hộp, được phân phối chính hãng tại Việt Nam, có đầy đủ tem nhãn phụ của nhà phân phối theo quy định. Bảo hành 12 tháng kể từ ngày nhận tại TTBH Samsung hoặc Antam Trading.",Samsung,,,,,Việt Nam,,,Type-C,202 g,UHD 4K (3840 x 2160)@30fps,8 GB,Full HD+ (1080 x 2340 Pixels),128 GB,6.4 inch,,,,,,,Có,,Hóa đơn,12,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM",
"Điện thoại Bphone A60 (Ram 6Gb,Rom 128 Gb,màn hình đục lổ FHD 6.7inch , pin 5.000mAh ) - Hàng chính hãng",Bphone,6490000,,,,,Bluetooth 5.0,Bphone,,,,,,,Mediatek Helio G85,,,,,,,,,,,,,,Có,Có,Bphone A60,,128Gb,2,Lithium - Ion Polymer,NANO,,,,,,,,,,USB Type-C,203 gram,,6,,128,6.67 inch,,,,,"MicroSD, hỗ trợ tới 256 GB",,Có,,Điện tử,12,"Wifi 2.4GHZ, 5GHZ 802.11ac/a/b/g/n",
Điện thoại Samsung A33 5G 6GB/128GB Trắng - Hàng Chính Hãng,Samsung,7000000,,,,,có,Samsung,Hàn Quốc,,,,,,Exynos 1280 8 nhân,,có,, 2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,,, Super AMOLED,,có,,,có,,Có,Có,SM-A336E/DS,Type-C,128gb,2,Li-Po,Nano,,Samsung,,có,,,Việt Nam,,,Type-C,186g,có,6gb,Full HD+ (1080 x 2400 Pixels),128gb,6.4 inch,Nhà bán giao hàng cho khách hàng,,,,,có,Có,có,Hóa đơn,12,có,có
Điện thoại di động Samsung M14 5G - Hàng chính hãng - Đã kích hoạt BH điện tử,Samsung,3990000,,,5000 mAh,không,5.0,Samsung,Hàn Quốc,,,có,, Mali-G57 MC2,Exynos 1330,,,,Octa core 2.4 GHz,có,<p>Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm</p>,qHD,,có,có,có,có,<p>full box</p>,Có,Có,M14 5G,3.5,128GB,2,NiNH,Nano,,Samsung, Khung &amp; Mặt lưng nhựa,M4A  AAC  Midi  FLAC  OGG  WAV,,Samsung Việt Nam,Hàn Quốc / Indonesia / Việt Nam,,ko,Type C,Nặng 230g,FullHD 1080p@30fpsHD 720p@30fps,4G/6G,1080 x 2408 (FHD+),64G/128G,,,,,,1TB,"chụp hình, quay phim",Có,có,Điện tử,1,Dual-band (2.4 GHz/5 GHz)  Wi-Fi hotspot  Wi-Fi Direct  Wi-Fi 802.11 a/b/g/n/ac,3GP  AVI  MP4  FLV  MKV
Điện thoại Samsung Galaxy S23 Ultra (8GB/256GB) - Hàng chính hãng,Samsung,30000000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 8 nhân,,,,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz và 3 nhân 2 GHz",,,Dynamic AMOLED 2X,,,,,,,Có,Có,,Type-C,216.6 GB,2,Li-Ion,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,,,Khung nhôm và Mặt lưng kính cường lực,,,,,,,Type-C,223 g,,, 2K+ (1440 x 3088 Pixels),,6.8 inch,,,,,,,Có,,Điện tử,1,Wi-Fi Direct  Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac/ax  6 GHz,
Điện Thoại Oppo Reno8 Z 5G 8GB/256GB - Hàng Chính Hãng,OPPO,8644000,,,4500 mAh,,v5.1,OPPO,,,,MicroSD,,Adreno 619,Snapdragon 695 5G 8 nhân,,,,2.2 GHz,,<p>Dài 159.9mm - Ngang 73.2mm - Dày 7.66mm - Nặng 181g</p>,AMOLED,,,,,Có,"<p>Điện Thoại Oppo Reno8 Z 5G 8GB/256GB - Hàng Chính Hãng</p>
<p>Bộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn.</p>",Có,Có,Reno8 Z 5G 8GB/256GB,3.5 mm,,2,Li-Po,Nano SIM,,,Khung nhựa &amp; Mặt lưng kính,MP3  FLAC  OGG  Midi,,,,,Nguyên khối,Type-C,181g,,8GB,Full HD+ (1080 x 2400 Pixels),256GB,6.43 inch,,,,,Tối đa 1 TB,,Có,,Điện tử,1,Wi-Fi 802.11 a/b/g/n/acDual-band (2.4 GHz/5 GHz),
Điện Thoại Oppo Reno 8T 5G (8GB/128GB) - Hàng Chính Hãng ,OPPO,7700000,,,,,,OPPO,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại Xiaomi Redmi A2 (2GB/32GB) - Hàng chính hãng,Xiaomi,1879000,,,,,,Xiaomi,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện Thoại Realme C21Y 4GB/64GB - Hàng Chính Hãng,Realme,2870000,,,,,v5.0,Realme,,,,MicroSD,,,Spreadtrum T610 8 nhân,,,,1.8 GHz,,"<div class=""ctLeft"">
<p>Kích thước, khối lượng:</p>
</div>
<div class=""ctRight""><span class="""">Dài 164.5 mm - Ngang 76 mm - Dày 9.1 mm - Nặng 194 g</span></div>",IPS LCD,,,,,,"<p>Bộ sản phẩm bao gồm: Thân máy, sạc USB, dụng cụ lấy sim, sách hướng dẫn sử dụng.</p>",Có,Có,Realme C21Y 4GB/64GB,3.5mm,,2,Li-Po,Nano SIM,,,Khung & Mặt lưng nhựa,,,,,,,Micro USB,194g,,,,,6.5 inch,,,,, Tối đa 256 GB,,Có,,Điện tử,12,"Wi-Fi 802.11 b/g/n , Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,OPPO,4299000,,,,,,OPPO,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại OPPO Reno8T 4G - Hàng chính hãng,OPPO,8136000,,,,,,OPPO,,,,,,,,,,,,,,Amoled,,,,,,"<article class=""4ever-article""><p>Bên trong hộp: </p>
<p>-OPPO RENO8T 4G</p>
<p>- Cáp USB Type C</p>
<p>- Củ sạc Super VOOC </p>
<p>- Không tai nghe</p>
<p>- Dụng cụ lấy SIM</p>
<p>- Sách hướng dẫn</p>
<p>- Miếng dán màn hình (Đã dán sẵn)</p>
<p>- Vỏ bảo vệ</p>
</article>",Có,Có,,,,,,,,,Da sợi thủy tinh,,,,,,,,,,,1080 x 2408 (FHD+),,,,,,,,,Có,,Điện tử,1,,
Điện thoại Xiaomi Redmi A1 (2GB/32GB) - Hàng chính hãng,Xiaomi,1790000,,,,,v5.0,Xiaomi,,,,MicroSD,,, MediaTek MT6761 4 nhân (Helio A22),AI Camera,"BEIDOU, GLONASS, GPS",,2.0 GHz,,<p>Dài 76.75 mm - Ngang 164.9 mm - Dày 9.09 mm</p>,IPS LCD,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C, Củ sạc rời đầu Type A.</p>",Có,Có,Redmi A1,3.5 mm,27 GB,2,Li-Po,2 Nano SIM,,,Khung và Mặt lưng nhựa,,,,China,,,Micro USB, Nặng 192 g,,,HD+ (720 x 1600 pixels),,6.52 inch,,,,,Hỗ trợ tối đa 1 TB,,Có,,Điện tử,18,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Kem - Hàng chính hãng,Samsung,38000000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,F936,,,,,,,,,,,,Việt Nam,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,Samsung,10790000,,,,, v5.3,Samsung,,,, MicroSD,,,Exynos 1380 8 nhân,"Tối ưu game (Game Booster),  Âm thanh Dolby Atmos","OTG, NFC",, 4 nhân 2.4 GHz &amp; 4 nhân 2 GHz,,<p>Dài 158.2 mm - Ngang 76.7 mm - Dày 8.2 mm</p>, Super AMOLED,," Ghi âm mặc định, Ghi âm cuộc gọi",,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,SM-A546E/DS, Type-C,241 GB,2, Li-Po,2 Nano SIM,,, Khung nhựa &amp; Mặt lưng kính cường lực Gorilla Glass 5,,,,Việt Nam,,, Type-C,Nặng 202 g,,,Full HD+ (1080 x 2340 Pixels),,6.4 inch,,,,,1 TB,,Có,,Điện tử,1," Dual-band (2.4 GHz/5 GHz),  Wi-Fi hotspot,  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac,  Wi-Fi MIMO",
Điện thoại Xiaomi Redmi 10 5G - Hàng chính hãng,Xiaomi,3552000,,,5000mAh,,5.1,Xiaomi,Việt Nam,,,,,,MediaTek Dimensity 700; 2.2Ghz,,,,,,,FHD+,,,,,,,Có,Có,,,,2,Li-ion,Nano,,,,,,,Việt Nam,,,TYPE-C,,,,,,,,,,,,,,,Hóa đơn,12,802.11a/b/g/n/ac,
Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng,Samsung,10790000,,,5000 mAh,,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM",Samsung,Hàn Quốc,,,,,,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM",,,,"2.4GHz, 2GHz",,<p>158.2 x 76.7 x 8.2mm</p>,Super AMOLED,,,Có,Có,Có,,Có,Có,202 g,Type-C,,SIM 1 + Hybrid (SIM or MicroSD),,SIM 1 + Hybrid (SIM or MicroSD),"Sản phẩm được bán bởi Antam Trading là hàng mới 100%, mới được kích hoạt bảo hành điện tử, nguyên seal chưa khui hộp, được phân phối chính hãng tại Việt Nam, có đầy đủ tem nhãn phụ của nhà phân phối theo quy định. Bảo hành 12 tháng kể từ ngày nhận tại TTBH Samsung hoặc Antam Trading.",Samsung,,,,,Việt Nam,,,Type-C,202 g,UHD 4K (3840 x 2160)@30fps,8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.4 inch,,,,,,,Có,,Điện tử,1,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM",
"Điện thoại Oukitel WP2 chống nước,chống va đập, pin 10.000 mAh - Hàng chính hãng",Oukitel,5490000,,,,,,Oukitel,,,,,,,,,,,,,,,,,,,,"<p>1 x Cáp sạc , 1 x cốc sạc ,1 cáp OTG ,  1 x HDSD, 1PBH</p>",Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Điện thoại Samsung Galaxy A33 5G (8/128GB) - Hàng chính hãng,Samsung,8500000,,,5000mAh,,,Samsung,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,Nano,,,,,,,Việt Nam,,,,,,6GB,,,,,,,,,,,,Hóa đơn,12,,
Điện thoại Samsung Galaxy A14 LTE (4GB/128GB) - Hàng chính hãng,Samsung,3672000,,,,,,Samsung,,,,,,,,,,,,,,PLS LCD,,,,,,,Có,Có,,3.5mm,,2,,Nano SIM,,,,,,,,,,USB-C,,,,1080 x 2408 (FHD+),,6.6 inch,,,,,,,Có,,Điện tử,1,,
Điện thoại OPPO A76 (6GB/28GB) - Hàng chính hãng,OPPO,5436000,,, 5000 mAh,, v5.0,OPPO,Trung Quốc,,,MicroSD,, Adreno 610, Snapdragon 680 8 nhân,,,, 4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz, Có,, IPS LCD,,"Ghi âm mặc định, Ghi âm cuộc gọi",,,,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A",Có,Có,,3.5 mm,115 GB,2, Li-Po, 2 Nano SIM,,,Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ, OGG  MP3  FLAC  Midi,,,Trung Quốc,,, Type-C,Nặng 189 g,,6 GB,,128 GB,6.56 inch,Nhà bán giao hàng cho khách hàng,,,," MicroSD, hỗ trợ tối đa 1 TB",,,,Hóa đơn,12," Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)"," MP4, AVI"
Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,5000000,,,,,"A2DP,  LE,  v5.2",Samsung,,,, MicroSD,,, MediaTek Dimensity 700 5G 8 nhân,Thu nhỏ màn hình sử dụng một tay, OTG,, Mali-G57 MC2,,<p>Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm</p>, PLS LCD,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,SM-A146P/DSN,3.5 mm,105.3 GB,2, Li-Po,Nano sim,,, Khung &amp; Mặt lưng nhựa,,,,Việt Nam,,,Type-C,Nặng 201 g,,4GB,1080 x 2408 (FHD+),128GB,6.6 inch,,,,,1TB,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi hotspot,  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac",
Điện thoại Samsung Galaxy A03 (3GB/32GB) - Hàng chính hãng,Samsung,3500000,,,5000mah,,v5.0,Samsung,,,,,,,Unisoc T606 8 nhân,,,,,,,,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp microUSB, Củ sạc rời đầu Type A</p>",Có,Có,A03,,,2,,,,,,,,,,,,,,,3GB,,32GB,6.5 inch,,,,,,,Có,,Hóa đơn,12,Wi-Fi 802.11 b/g/n,
Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,Samsung,7639000,,,,,v5.3,Samsung,,,,MicroSD,,,Exynos 1380 8 nhân,,OTG  Hồng ngoại  NFC,,,,,Super AMOLED,,,,,,,Có,Có,,USB-C,,2,Li-Po,Nano SIM,,,Khung và Mặt lưng nhựa,,,,,,,USB-C,199g,,,Full HD+ (1080 x 2340 Pixels),,6.4 inch,,,,,hỗ trợ tối đa 1 TB,,Có,,Điện tử,12,Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct  Wi-Fi hotspot  Dual-band (2.4 GHz/5 GHz)  Wi-Fi MIMO,
Điện Thoại Samsung Galaxy Z Fold3 5G 256GB - Hàng chính hãng chưa active,Samsung,34950000,,,4400mAh,,,Samsung,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Có,Samsung Galaxy Z Fold3,,,,4400mAh,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Điện tử,12,,
Điện Thoại OPPO A96 (8GB/128GB) - Hàng Chính Hãng,OPPO,6348000,,,,,v5.0,OPPO,,,,MicroSD,,,Snapdragon 680 8 nhân,,OTG,, 2.4 GHz,,<p>Dài 164.4 mm - Ngang 75.7 mm - Dày 8.4 mm </p>,IPS LCD,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh Type C</p>",Có,Có,A96,3.5 mm,115 GB,2,Li-Po,Nano SIM,,,"Khung nhựa, Mặt lưng thuỷ tinh hữu cơ",,,,,,,Type-C,191 g,,,1080 x 2408 (FHD+),,6.59 inch,,,,,Hỗ trợ tối đa 1 TB,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac,  Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Xiaomi 12 (8 GB/256 GB) - Hàng chính hãng,Xiaomi,12900000,,,4500 mAh,,A2DP  LE  v5.2,Xiaomi,Trung Quốc,,,,,Adreno 730,Snapdragon 8 Gen 1 8 nhân,," Hồng ngoại, NFC",,"1 nhân 3 GHz, 3 nhân 2.5 GHz &amp; 4 nhân 1.79 GHz",Có,, AMOLED,,"Ghi âm cuộc gọi, Ghi âm mặc định",BEIDOU  GPS  GLONASS  GALILEO,,,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",Có,Có,, Type-C,229 GB,2, Li-Ion, 2 Nano SIM,,, Khung kim loại &amp; Mặt lưng kính,FLAC  Midi  MP3  OGG,,,Trung Quốc,,, Type-C,180 g,, 8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.28 inch,Nhà bán giao hàng cho khách hàng,,,,,,,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct, Wi-Fi hotspot",
Điện thoại Samsung Galaxy A03s (3GB/32GB) - Hàng chính hãng,Samsung,2990000,,,,,v5.0,Samsung,,,, MicroSD,,,MediaTek MT6765 8 nhân,,OTG,,4 nhân 2.3 GHz &amp; 4 nhân 1.8 GHz,,,PLS LCD,,,,,,,Có,Có,,3.5 mm,,2,Li-Po,2 Nano SIM,,,Khung và Mặt lưng nhựa,,,,,,,Type-C,196 g,,,HD+ (720 x 1600 pixels),,6.5 inch,,,,,hỗ trợ tối đa 1 TB,,Có,,Điện tử,12,Wi-Fi hotspotWi-Fi 802.11 b/g/n,
Điện thoại Samsung Galaxy A24 (6GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,6084000,,,5000 mAh,, v5.3,Samsung,,,,Có,,Mali-G57,MediaTek Helio G99 8 nhân,,,, 2.2 GHz,Có,"<div class=""ctRight"">Dài 162.1 mm - Ngang 77.6 mm - Dày 8.3 mm - Nặng 195 g</div>",Super AMOLED,,Có,Có,Có,Không,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,Samsung Galaxy A24 6GB/128GB, Type-C,113 GB,2,Li-Po,Nano,,, Khung và Mặt lưng nhựa,Có,,,,,,Type C,195 g,Có,6GB,Full HD+ (1080 x 2340 Pixels),128GB,6.5 inch,,,,," MicroSD, hỗ trợ tối đa 1 TB","AI Camera, HDR, Zoom quang học, Làm đẹp, Siêu cận (Macro), Trôi nhanh thời gian (Time Lapse), Góc siêu rộng (Ultrawide), Chống rung quang học (OIS), Tự động lấy nét (AF)",Có,Có,Điện tử,1,"Dual-band (2.4 GHz/5 GHz), Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi MIMO",Có
Điện thoại OPPO A57 4GB/128GB Đen - Hàng chính hãng,OPPO,3880000,,,,,v5.3,OPPO,,,,MicroSD,,,MediaTek Helio G35,,,,,,,IPS LCD,,,,,,,Có,Có,CPH2407- A57128GB,Có,128GB,2,,Nano SIM,,,Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ,,,,,,,Type-C,,,,720 x 1612 (HD+),,,Nhà bán giao hàng cho khách hàng,,,,1 TB,,Có,,Phiếu bảo hành,1,Wi-Fi 802.11 a/b/g/n/ac,
Điện thoại Samsung Galaxy A03 A035 (3 GB/32 GB) - Hàng chính hãng,Samsung,3500000,,, 5000 mAh,, A2DP  LE  v5.0,Samsung,Hàn Quốc,,,MicroSD,,Mali-G57, Unisoc T606 8 nhân,,,,8 nhân 1.6 GHz,Có,, PLS LCD,, Ghi âm mặc định,BEIDOU  GALILEO  GLONASS  GPS,,,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",Có,Có,, 3.5 mm,22 GB,2, Li-Po, 2 Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,Hàn Quốc,,,Micro USB,196 g,,3 GB,HD+ (720 x 1600 pixels),32 GB,6.5 inch,Nhà bán giao hàng cho khách hàng,,,," MicroSD, hỗ trợ tối đa 1 TB",,,,Hóa đơn,12,"Wi-Fi 802.11 b/g/n,  Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng,Xiaomi,3189000,,,,,,Xiaomi,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện Thoại Samsung Galaxy Z Flip3 5G 8GB/128GB - Hàng Chính Hãng ,Samsung,20000000,,,3300mAh,,,Samsung,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Có,Samsung Galaxy Z Flip,,,,,,,,,,,,Việt Nam,,,,,,8GB,,,,,,,,,,,,Hóa đơn,12,,
Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,Xiaomi,1799000,,,,,Có,Xiaomi,,,,,,,MediaTek Helio G25 (12 nm),,,,8 nhân 2.0 GHz,,,,,,,,,"<table>
<tbody>
<tr>
<td>Cáp, sạc, sách hướng dẫn</td>
</tr>
</tbody>
</table>",Có,Có,Redmi 9A,,32GB,2,,2 Nano SIM,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,18,,
Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,Samsung,3990000,,,,,Bluetooth: v5.0,Samsung,,,,Đang cập nhật,,,Exynos 850 (8 nhân),"Bảo mật nâng cao: Mở khoá vân tay cạnh bên  Kháng nước, bụi: Không  Radio: Đang cập nhật",Đang cập nhật,, Mali-G52,,,LCD,,,,,,,Có,Có,Samsung Galaxy A04s,Có,64GB,2,li-on,Nano,,,Nhựa,,,,,,,Type-C, 195 gram,,,HD+ (720 x 1600 pixels),,6.5 inch,,,,,Đang cập nhật,,Có,,Điện tử,12,"Wifi: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",
